Trx,FPKM_mean_F,Linkage
CAF2770127.1,6.18755333333333,Auto
CAF2770146.1,76.5601,Auto
CAF2770165.1,16.8652101666667,Auto
CAF2770185.1,65.8583166666667,Auto
CAF2770204.1,41.0008433333333,Auto
CAF2770224.1,12.5107515,Auto
CAF2770243.1,93.9443833333333,Auto
CAF2770261.1,24.2660833333333,Auto
CAF2770282.1,38.9166,Auto
CAF2770301.1,45.1368,Auto
CAF2770320.1,5.53561333333333,Auto
CAF2770341.1,37.7639,Auto
CAF2770360.1,1.19724483333333,Auto
CAF2770380.1,0.645637833333333,Auto
CAF2770399.1,17.9244716666667,Auto
CAF2770419.1,13.4376883333333,Auto
CAF2770439.1,42.160925,Auto
CAF2770459.1,42.144605,Auto
CAF2770478.1,69.4729666666667,Auto
CAF2770497.1,21.73767,Auto
CAF2770516.1,65.4053333333333,Auto
CAF2770537.1,2.8960516085,Auto
CAF2770556.1,1.607049,Auto
CAF2770577.1,0.525723366666667,Auto
CAF2770596.1,226.4109,Auto
CAF2770616.1,29.3479333333333,Auto
CAF2770631.1,50.8506,Auto
CAF2770635.1,7.75433166666667,Auto
CAF2770652.1,43.30645,Auto
CAF2770674.1,0.141791573333333,Auto
CAF2770694.1,9.95541283333333,Auto
CAF2770716.1,11.4392383333333,Auto
CAF2770737.1,9.65267166666667,Auto
CAF2770760.1,10.199395,Auto
CAF2770776.1,16.6855,Auto
CAF2770795.1,8.34938333333333,Auto
CAF2770814.1,65.1389833333333,Auto
CAF2770837.1,51.534385,Auto
CAF2770857.1,20.09687,Auto
CAF2770878.1,2.58962383333333,Auto
CAF2770889.1,47.1646166666667,Auto
CAF2770898.1,61.7022563333333,Auto
CAF2770913.1,0.501507166666667,Auto
CAF2770934.1,2.0911875,Auto
CAF2770955.1,0,Auto
CAF2770970.1,0,Auto
CAF2770989.1,36.7953566666667,Auto
CAF2771008.1,8.83802633333333,Auto
CAF2771029.1,6.66613833333333,Auto
CAF2771047.1,585.369,Auto
CAF2771066.1,3.90941816666667,Auto
CAF2771088.1,9.42249835295067,Auto
CAF2771107.1,17.0932516666667,Auto
CAF2771126.1,16.08715,Auto
CAF2771130.1,2.089645,Auto
CAF2771150.1,0.863565166666667,Auto
CAF2771169.1,81.0902666666667,Auto
CAF2771190.1,80.5577666666667,Auto
CAF2771210.1,28.7318083333333,Auto
CAF2771230.1,503.073083333333,Auto
CAF2771249.1,13.83863,Auto
CAF2771267.1,70.7897416666667,Auto
CAF2771285.1,13.84496,Auto
CAF2771303.1,31.499005,Auto
CAF2771323.1,9.24095,Auto
CAF2771342.1,5.54629,Auto
CAF2771361.1,50.4265,Auto
CAF2771381.1,960.930716666667,Auto
CAF2771384.1,2290.6125,Auto
CAF2771404.1,150.195266666667,Auto
CAF2771423.1,10.4602883333333,Auto
CAF2771444.1,3.91296383333333,Auto
CAF2771465.1,13.6002535,Auto
CAF2771482.1,0.20776,Auto
CAF2771501.1,0.0344315,Auto
CAF2771520.1,0.050121,Auto
CAF2771540.1,13.2760738333333,Auto
CAF2771560.1,1.0127045,Auto
CAF2771579.1,1.09792416666667,Auto
CAF2771598.1,1.56694851666667,Auto
CAF2771617.1,0.675727666666667,Auto
CAF2771638.1,19.0988333333333,Auto
CAF2771657.1,0,Auto
CAF2771675.1,1.51913,Auto
CAF2771694.1,1.07149833333333,Auto
CAF2771706.1,0.59082535,Auto
CAF2771725.1,2.37521141666667,Auto
CAF2771744.1,1843.27277166667,Auto
CAF2771763.1,562.578625,Auto
CAF2771781.1,0.477701333333333,Auto
CAF2771799.1,0.524365633333333,Auto
CAF2771818.1,16.7864366666667,Auto
CAF2771839.1,0.402983,Auto
CAF2771858.1,3.40978583333333,Auto
CAF2771877.1,4.090455,Auto
CAF2771896.1,34.52911,Auto
CAF2771916.1,30.77565,Auto
CAF2771934.1,38.4721833333333,Auto
CAF2771954.1,5.8944112,Auto
CAF2771974.1,25.3735383333333,Auto
CAF2771994.1,0.249173666666667,Auto
CAF2772014.1,4.356285,Auto
CAF2772034.1,0.0971703333333333,Auto
CAF2772048.1,0.262454666666667,Auto
CAF2772069.1,0,Auto
CAF2772089.1,1.77702383333333,Auto
CAF2772107.1,2.13552000894107,Auto
CAF2772126.1,0.587353333333333,Auto
CAF2772146.1,0,Auto
CAF2772165.1,59.7371583333333,Auto
CAF2772183.1,96.87605,Auto
CAF2772203.1,50.8186766666667,Auto
CAF2772222.1,65.8544125,Auto
CAF2772243.1,46.65085,Auto
CAF2772261.1,63.4414333333333,Auto
CAF2772279.1,115.6882,Auto
CAF2772296.1,14.123495,Auto
CAF2772314.1,14.3863116666667,Auto
CAF2772332.1,8.57805666666667,Auto
CAF2772353.1,3.58562,Auto
CAF2772375.1,13.0978033333333,Auto
CAF2772397.1,22.1220366666667,Auto
CAF2772407.1,20.39925,Auto
CAF2772411.1,3.45475014666667e-06,Auto
CAF2772430.1,20.2686866666667,Auto
CAF2772452.1,7.28404,Auto
CAF2772471.1,1.49733,Auto
CAF2772491.1,1.3034855,Auto
CAF2772510.1,0.618928166666667,Auto
CAF2772531.1,0.0270145333333333,Auto
CAF2772550.1,9.59678973333333,Auto
CAF2772569.1,8.17979533333333,Auto
CAF2772588.1,0.23769,Auto
CAF2772607.1,36.41375,Auto
CAF2772627.1,166.614858333333,Auto
CAF2772647.1,0,Auto
CAF2772666.1,30.7879795,Auto
CAF2772684.1,19.2089205,Auto
CAF2772707.1,10.1463699333333,Auto
CAF2772727.1,10.6356083333333,Auto
CAF2772748.1,4.92920083333333,Auto
CAF2772760.1,30.1252383333333,Auto
CAF2772780.1,203.1601,Auto
CAF2772799.1,16.6388783333333,Auto
CAF2772817.1,83.8935833333333,Auto
CAF2772835.1,2.00497266666667,Auto
CAF2772853.1,85.0437713333333,Auto
CAF2772872.1,8.09525,Auto
CAF2772885.1,3.1427445,Auto
CAF2772902.1,3.22616966666667,Auto
CAF2772922.1,13.6706566666667,Auto
CAF2772938.1,7.768965,Auto
CAF2772951.1,2.48396866666667,Auto
CAF2772971.1,36.3824833333333,Auto
CAF2772991.1,21.8834666666667,Auto
CAF2773003.1,9.63668333333333,Auto
CAF2773010.1,12.92777,Auto
CAF2773029.1,20.0567166666667,Auto
CAF2773038.1,7.73941833333333,Auto
CAF2773064.1,3.72875,Auto
CAF2773084.1,38.5562383333333,Auto
CAF2773102.1,19.1158566666667,Auto
CAF2773119.1,57.98385,Auto
CAF2773153.1,0.0985568333333333,Auto
CAF2773173.1,2.06962966666667,Auto
CAF2773191.1,0.928511,Auto
CAF2773201.1,47.8633618333333,Auto
CAF2773220.1,0,Auto
CAF2773239.1,0.124745666666667,Auto
CAF2773257.1,0,Auto
CAF2773275.1,0.0189663333333333,Auto
CAF2773293.1,0,Auto
CAF2773311.1,0.0611893166666667,Auto
CAF2773329.1,0.166745,Auto
CAF2773348.1,0.518263333333333,Auto
CAF2773368.1,0.455758833333333,Auto
CAF2773387.1,0.465188283333333,Auto
CAF2773406.1,2.33370166666667,Auto
CAF2773425.1,0,Auto
CAF2773444.1,0,Auto
CAF2773462.1,0,Auto
CAF2773479.1,0.0482236666666667,Auto
CAF2773497.1,0.0888327666666667,Auto
CAF2773514.1,2.03547383333333,Auto
CAF2773533.1,4.72063475,Auto
CAF2773551.1,9.30417666666667,Auto
CAF2773570.1,34.813915,Auto
CAF2773589.1,75.6747528333333,Auto
CAF2773607.1,41.1693053333333,Auto
CAF2773632.1,19.3664,Auto
CAF2773653.1,3.92740953333333,Auto
CAF2773667.1,26.7847133333333,Auto
CAF2773685.1,25.7984516666667,Auto
CAF2773704.1,16.4107411333333,Auto
CAF2773724.1,2.65054,Auto
CAF2773742.1,0.0199076666666667,Auto
CAF2773760.1,48.38305,Auto
CAF2773779.1,67.8278833333333,Auto
CAF2773800.1,200.154516666667,Auto
CAF2773818.1,20.9805866666667,Auto
CAF2773836.1,8.80567983333333,Auto
CAF2773856.1,17.90005,Auto
CAF2773876.1,0.488042666666667,Auto
CAF2773894.1,0.0351023333333333,Auto
CAF2773917.1,5.48603,Auto
CAF2773935.1,11.5958566666667,Auto
CAF2773953.1,6.87233333333333,Auto
CAF2773972.1,14.621815,Auto
CAF2773989.1,56.5585,Auto
CAF2774006.1,47.6404833333333,Auto
CAF2774026.1,107.600866666667,Auto
CAF2774044.1,4.15194833333333,Auto
CAF2774069.1,33.999075,Auto
CAF2774088.1,40.6972533333333,Auto
CAF2774105.1,175.34195,Auto
CAF2774125.1,163.028033333333,Auto
CAF2774144.1,1.47925666666667e-07,Auto
CAF2774163.1,0.9360275,Auto
CAF2774181.1,0.537127133333333,Auto
CAF2774199.1,0.413980166666667,Auto
CAF2774220.1,3.38525983333333,Auto
CAF2774238.1,9.48050616666667,Auto
CAF2774257.1,20.522225,Auto
CAF2774276.1,769.265833333333,Auto
CAF2774293.1,54.1385533333333,Auto
CAF2774312.1,0.7365045,Auto
CAF2774330.1,0.60167,Auto
CAF2774350.1,2.26345018333333,Auto
CAF2774368.1,22.851175,Auto
CAF2774385.1,11.3018533333333,Auto
CAF2774403.1,10.77235,Auto
CAF2774420.1,160.463316666667,Auto
CAF2774439.1,15.2126289166667,Auto
CAF2774458.1,0.0910733333333333,Auto
CAF2774477.1,12.7546226666667,Auto
CAF2774491.1,0.742367666666667,Auto
CAF2774502.1,106.649530333333,Auto
CAF2774521.1,0.926701666666667,Auto
CAF2774543.1,5.025257,Auto
CAF2774562.1,4.180484,Auto
CAF2774582.1,4.20907338624333,Auto
CAF2774585.1,0.298231730085267,Auto
CAF2774605.1,1.86826466666667,Auto
CAF2774623.1,0.567304666666667,Auto
CAF2774641.1,0.273018333333333,Auto
CAF2774659.1,0.9947315,Auto
CAF2774681.1,35.1526233333333,Auto
CAF2774699.1,0,Auto
CAF2774716.1,17.731045,Auto
CAF2774736.1,233.993833333333,Auto
CAF2774754.1,8.11465,Auto
CAF2774772.1,11.52073,Auto
CAF2774791.1,36.108644,Auto
CAF2774810.1,5.68126933333333,Auto
CAF2774828.1,64.2270833333333,Auto
CAF2774849.1,17.9687033333333,Auto
CAF2774869.1,56.2200166666667,Auto
CAF2774886.1,64.2029333333333,Auto
CAF2774903.1,13.5341116666667,Auto
CAF2774922.1,21.3739366666667,Auto
CAF2774940.1,66.8203333333333,Auto
CAF2774960.1,54.9703,Auto
CAF2774978.1,2.04244333333333,Auto
CAF2774996.1,0.315028433333333,Auto
CAF2775005.1,0.1847735,Auto
CAF2775020.1,0.561037966666667,Auto
CAF2775039.1,19.34543,Auto
CAF2775057.1,181.608108333333,Auto
CAF2775077.1,846.806764833333,Auto
CAF2775095.1,0.267620666666667,Auto
CAF2775112.1,15.0177033333333,Auto
CAF2775128.1,34.4834166666667,Auto
CAF2775145.1,483.678166666667,Auto
CAF2775164.1,21.5799966666667,Auto
CAF2775166.1,24.8619616666667,Auto
CAF2775183.1,3.42740751366667,Auto
CAF2775200.1,273.246,Auto
CAF2775218.1,49.5648583333333,Auto
CAF2775236.1,341.365716666667,Auto
CAF2775253.1,0,Auto
CAF2775272.1,0.149304716666667,Auto
CAF2775289.1,0,Auto
CAF2775308.1,0.107547166666667,Auto
CAF2775324.1,0.221389666666667,Auto
CAF2775340.1,13.7912733333333,Auto
CAF2775357.1,15.5581766666667,Auto
CAF2775374.1,17.780395,Auto
CAF2775389.1,23.6251733333333,Auto
CAF2775392.1,10.20642,Auto
CAF2775409.1,7.79392666666667,Auto
CAF2775425.1,59.6902833333333,Auto
CAF2775442.1,50.0868333333333,Auto
CAF2775463.1,26.863735,Auto
CAF2775480.1,26.383405,Auto
CAF2775501.1,12.6125616666667,Auto
CAF2775518.1,27.3415833333333,Auto
CAF2775537.1,21.1013333333333,Auto
CAF2775553.1,30.0737666666667,Auto
CAF2775571.1,332.479916666667,Auto
CAF2775587.1,9.01090333333333,Auto
CAF2775607.1,59.8942033333333,Auto
CAF2775624.1,3.216965095,Auto
CAF2775642.1,1.55404516666667,Auto
CAF2775659.1,17.4417135,Auto
CAF2775676.1,0.167185,Auto
CAF2775685.1,6.90112333333333,Auto
CAF2775702.1,25.5288561,Auto
CAF2775719.1,2.72791923333333,Auto
CAF2775736.1,0.236028333333333,Auto
CAF2775753.1,0.09088795,Auto
CAF2775770.1,19.025885,Auto
CAF2775780.1,49.3402,Auto
CAF2775798.1,16.49374,Auto
CAF2775815.1,167.932783333333,Auto
CAF2775832.1,16.782825,Auto
CAF2775850.1,14.8189933333333,Auto
CAF2775865.1,5.997835,Auto
CAF2775882.1,25.575865,Auto
CAF2775899.1,17.650915,Auto
CAF2775916.1,1.35951349143333,Auto
CAF2775936.1,23.524775,Auto
CAF2775953.1,0,Auto
CAF2775974.1,45.933395,Auto
CAF2775990.1,56.45875,Auto
CAF2776009.1,57.5322588333333,Auto
CAF2776027.1,32.9568683333333,Auto
CAF2776044.1,8.104,Auto
CAF2776063.1,8.09636333333333,Auto
CAF2776081.1,192.4555,Auto
CAF2776097.1,17.8676016666667,Auto
CAF2776114.1,29.755395,Auto
CAF2776119.1,18.8193883333333,Auto
CAF2776137.1,81.7729283333333,Auto
CAF2776154.1,46.9147233333333,Auto
CAF2776170.1,8.77452666666667,Auto
CAF2776188.1,37.7007995,Auto
CAF2776206.1,17.0989406666667,Auto
CAF2776224.1,1.50289756666667,Auto
CAF2776243.1,77.4972166666667,Auto
CAF2776261.1,1.77797833333333,Auto
CAF2776280.1,13.5725633333333,Auto
CAF2776297.1,39.1425166666667,Auto
CAF2776314.1,13.5643566666667,Auto
CAF2776324.1,12.282155,Auto
CAF2776343.1,10.5439033333333,Auto
CAF2776363.1,8.29690683333333,Auto
CAF2776380.1,9.30545216666667,Auto
CAF2776396.1,12.4531138333333,Auto
CAF2776413.1,27.9646833333333,Auto
CAF2776431.1,16.3743266666667,Auto
CAF2776449.1,14.9706766666667,Auto
CAF2776467.1,18.4218033333333,Auto
CAF2776485.1,1.52669483333333,Auto
CAF2776501.1,7.03795483333333,Auto
CAF2776517.1,9.66919966666667,Auto
CAF2776534.1,19.9181683333333,Auto
CAF2776551.1,39.2933,Auto
CAF2776569.1,42.579,Auto
CAF2776586.1,12.9525766666667,Auto
CAF2776604.1,16.0533766666667,Auto
CAF2776622.1,90.2832,Auto
CAF2776638.1,27.2528833333333,Auto
CAF2776657.1,35.5493331666667,Auto
CAF2776674.1,0.36717135,Auto
CAF2776694.1,0.144414416666667,Auto
CAF2776711.1,117.849477833333,Auto
CAF2776728.1,0.142504583333333,Auto
CAF2776735.1,0.03780105,Auto
CAF2776751.1,0,Auto
CAF2776769.1,3.68451666666667,Auto
CAF2776787.1,19.4519033333333,Auto
CAF2776805.1,16.4428216666667,Auto
CAF2776822.1,71.8467666666667,Auto
CAF2776842.1,50.6222583333333,Auto
CAF2776859.1,2490.29333333333,Auto
CAF2776876.1,25.9998316666667,Auto
CAF2776895.1,62.5139333333333,Auto
CAF2776911.1,48.9422683333333,Auto
CAF2776928.1,0.0829700666666667,Auto
CAF2776946.1,0,Auto
CAF2776962.1,6.61912633333333,Auto
CAF2776979.1,5.53729333333333,Auto
CAF2776996.1,2.05981766666667,Auto
CAF2776999.1,0.373022,Auto
CAF2777016.1,7.9242555,Auto
CAF2777035.1,5.562805,Auto
CAF2777051.1,2.98928833333333,Auto
CAF2777068.1,31.2191833333333,Auto
CAF2777085.1,25.5573666666667,Auto
CAF2777102.1,4.90897383333333,Auto
CAF2777120.1,70.2862983333333,Auto
CAF2777138.1,0.4998555,Auto
CAF2777155.1,0.182998666666667,Auto
CAF2777175.1,0.0620401666666667,Auto
CAF2777193.1,0.037083,Auto
CAF2777210.1,0.021851,Auto
CAF2777228.1,6.67597833333333,Auto
CAF2777242.1,134.970066666667,Auto
CAF2777259.1,12.8157416666667,Auto
CAF2777277.1,13.986772,Auto
CAF2777291.1,169.561233333333,Auto
CAF2777310.1,39.6532983333333,Auto
CAF2777328.1,44.1008333333333,Auto
CAF2777343.1,60.10695,Auto
CAF2777361.1,45.44015,Auto
CAF2777379.1,22.2253766666667,Auto
CAF2777399.1,22.5147183333333,Auto
CAF2777417.1,1.687712,Auto
CAF2777436.1,17.9274133333333,Auto
CAF2777456.1,58.4992833333333,Auto
CAF2777474.1,52.2013166666667,Auto
CAF2777492.1,2.3471305,Auto
CAF2777494.1,20.26487,Auto
CAF2777517.1,21.1013716666667,Auto
CAF2777535.1,5.17395616666667,Auto
CAF2777553.1,32.525092,Auto
CAF2777571.1,6.850795,Auto
CAF2777589.1,5.86748,Auto
CAF2777607.1,62.1347166666667,Auto
CAF2777625.1,11.788365,Auto
CAF2777643.1,14.8832233333333,Auto
CAF2777661.1,47.6357666666667,Auto
CAF2777679.1,13.9019383333333,Auto
CAF2777697.1,0.318393333333333,Auto
CAF2777715.1,9.6233615,Auto
CAF2777734.1,86.0531616666667,Auto
CAF2777753.1,59.7573166666667,Auto
CAF2777772.1,85.27913,Auto
CAF2777780.1,30.162,Auto
CAF2777799.1,43.6019666666667,Auto
CAF2777821.1,33.9718833333333,Auto
CAF2777840.1,24.354513,Auto
CAF2777860.1,9.956005,Auto
CAF2777881.1,3.73945166666667,Auto
CAF2777896.1,23.5545096666667,Auto
CAF2777915.1,24.3391783333333,Auto
CAF2777934.1,35.34325,Auto
CAF2777953.1,11.903595,Auto
CAF2777963.1,2.86399833333333,Auto
CAF2777995.1,22.3827266666667,Auto
CAF2778017.1,52.14315,Auto
CAF2778022.1,14.7401138333333,Auto
CAF2778029.1,4.7521825,Auto
CAF2778051.1,3.16767683333333e-05,Auto
CAF2778071.1,0,Auto
CAF2778092.1,20.344135,Auto
CAF2778110.1,52.5035,Auto
CAF2778121.1,43.31305,Auto
CAF2778140.1,73.388205,Auto
CAF2778143.1,41.5343986666667,Auto
CAF2778162.1,34.3514166666667,Auto
CAF2778185.1,51.8914166666667,Auto
CAF2778204.1,51.9627666666667,Auto
CAF2778223.1,9.77208166666667,Auto
CAF2778242.1,16.421805,Auto
CAF2778251.1,22.4519516666667,Auto
CAF2778261.1,6.08338333333333,Auto
CAF2778280.1,4.86235,Auto
CAF2778297.1,18.7139816666667,Auto
CAF2778312.1,27.9314233333333,Auto
CAF2778331.1,20.1713833333333,Auto
CAF2778348.1,15.8537566666667,Auto
CAF2778362.1,14.74216,Auto
CAF2778371.1,5.32380966666667,Auto
CAF2778391.1,18.602055,Auto
CAF2778399.1,11.2883693333333,Auto
CAF2778417.1,69.1027333333333,Auto
CAF2778429.1,14.1343313333333,Auto
CAF2778453.1,0.649133,Auto
CAF2778471.1,30.991,Auto
CAF2778489.1,50.3988333333333,Auto
CAF2778507.1,22.9577833333333,Auto
CAF2778526.1,58.4334733333333,Auto
CAF2778547.1,103.300526666667,Auto
CAF2778565.1,15.5945666666667,Auto
CAF2778582.1,15.8803916666667,Auto
CAF2778601.1,31.1466666666667,Auto
CAF2778621.1,0.504403833333333,Auto
CAF2778639.1,0.122793083333333,Auto
CAF2778658.1,10.3404366666667,Auto
CAF2778674.1,15.6038866666667,Auto
CAF2778693.1,9.32999214,Auto
CAF2778711.1,2.75339933333333,Auto
CAF2778724.1,1.643092,Auto
CAF2778744.1,0,Auto
CAF2778762.1,0.588618333333333,Auto
CAF2778779.1,10.8610433333333,Auto
CAF2778797.1,0.787678510333333,Auto
CAF2778816.1,69.0760566666667,Auto
CAF2778834.1,10.5009133333333,Auto
CAF2778839.1,27.0534683333333,Auto
CAF2778858.1,17.6799183333333,Auto
CAF2778879.1,22.5541666666667,Auto
CAF2778897.1,256.71718,Auto
CAF2778913.1,0.0603167333333333,Auto
CAF2778933.1,9.66763333333333e-07,Auto
CAF2778951.1,0,Auto
CAF2778970.1,0.19973,Auto
CAF2778989.1,0,Auto
CAF2779008.1,9.0313,Auto
CAF2779029.1,29.0946433333333,Auto
CAF2779049.1,28.6080333333333,Auto
CAF2779067.1,15.25799,Auto
CAF2779087.1,0.15623265,Auto
CAF2779107.1,2.884141,Auto
CAF2779126.1,5.25193166666667,Auto
CAF2779145.1,3.94747166666667,Auto
CAF2779163.1,0.418170833333333,Auto
CAF2779182.1,0.330049833333333,Auto
CAF2779195.1,0.6568555,Auto
CAF2779213.1,0.00435951700412833,Auto
CAF2779235.1,0.376515,Auto
CAF2779239.1,32.950635,Auto
CAF2779258.1,0.82721315,Auto
CAF2779277.1,0.1983805,Auto
CAF2779295.1,0.210958666666667,Auto
CAF2779313.1,12.6225233333333,Auto
CAF2779332.1,8.66185166666667,Auto
CAF2779350.1,60.5978583333333,Auto
CAF2779368.1,22.6266855,Auto
CAF2779385.1,0,Auto
CAF2779400.1,34.8582816666667,Auto
CAF2779418.1,28.4639283333333,Auto
CAF2779436.1,4.38704693333333,Auto
CAF2779454.1,0.438388333333333,Auto
CAF2779473.1,0.108779166666667,Auto
CAF2779491.1,19.26529,Auto
CAF2779509.1,63.618,Auto
CAF2779529.1,94.1344416333333,Auto
CAF2779534.1,73.30925,Auto
CAF2779551.1,469.22455,Auto
CAF2779570.1,5.034075,Auto
CAF2779588.1,12.338225,Auto
CAF2779606.1,1436.61972516667,Auto
CAF2779624.1,17.8282433333333,Auto
CAF2779644.1,1328.4855,Auto
CAF2779666.1,1.22922266666667,Auto
CAF2779684.1,1.49847616666667,Auto
CAF2779704.1,0,Auto
CAF2779722.1,17.5276166666667,Auto
CAF2779740.1,32.0252283333333,Auto
CAF2779759.1,11.1581433333333,Auto
CAF2779779.1,3.87703333333333e-06,Auto
CAF2779799.1,7.39916666666667,Auto
CAF2779819.1,5.18083,Auto
CAF2779837.1,0.178352716666667,Auto
CAF2779855.1,0.147658333333333,Auto
CAF2779874.1,67.5969666666667,Auto
CAF2779893.1,1.24884833333333,Auto
CAF2779906.1,0.134709033133333,Auto
CAF2779925.1,6.56387866666667,Auto
CAF2779943.1,99.5478,Auto
CAF2779961.1,9.09060016666667,Auto
CAF2779979.1,31.162565,Auto
CAF2779995.1,10.285231,Auto
CAF2780014.1,27.9489916666667,Auto
CAF2780031.1,21.142005,Auto
CAF2780049.1,911.430783333333,Auto
CAF2780068.1,10.7169166666667,Auto
CAF2780086.1,8.99018333333333,Auto
CAF2780103.1,0.212019666666667,Auto
CAF2780122.1,2.87890683333333,Auto
CAF2780140.1,22.3605058333333,Auto
CAF2780158.1,19.3662166666667,Auto
CAF2780178.1,116.888713333333,Auto
CAF2780197.1,0,Auto
CAF2780215.1,3.01760433333333,Auto
CAF2780233.1,0.197656833333333,Auto
CAF2780251.1,2.62057266666667,Auto
CAF2780269.1,0.0972868833333333,Auto
CAF2780287.1,0,Auto
CAF2780305.1,54.2351466666667,Auto
CAF2780322.1,0.0236619166666667,Auto
CAF2780342.1,4.060576,Auto
CAF2780362.1,0.0446423333333333,Auto
CAF2780380.1,158.166772166667,Auto
CAF2780398.1,0.026189,Auto
CAF2780416.1,0.345396666666667,Auto
CAF2780434.1,0,Auto
CAF2780452.1,0,Auto
CAF2780471.1,0,Auto
CAF2780490.1,30.32115,Auto
CAF2780508.1,0,Auto
CAF2780526.1,24.6943533333333,Auto
CAF2780544.1,20.8377316666667,Auto
CAF2780562.1,8.07931833333333,Auto
CAF2780580.1,64.0636666666667,Auto
CAF2780598.1,0.531424416666667,Auto
CAF2780615.1,0.0269786666666667,Auto
CAF2780633.1,0.386711333333333,Auto
CAF2780654.1,0.968831833333333,Auto
CAF2780672.1,63.31765,Auto
CAF2780690.1,47.6236666666667,Auto
CAF2780709.1,0.067572,Auto
CAF2780726.1,9.24836666666667,Auto
CAF2780745.1,356.211083333333,Auto
CAF2780763.1,2.73351333333333,Auto
CAF2780781.1,2.09362783333333,Auto
CAF2780799.1,1.17379833333333,Auto
CAF2780818.1,736.719088333333,Auto
CAF2780836.1,20.8537166666667,Auto
CAF2780854.1,117.923675,Auto
CAF2780872.1,53.9482666666667,Auto
CAF2780890.1,38.217745,Auto
CAF2780908.1,40.69015,Auto
CAF2780925.1,9.664023,Auto
CAF2780942.1,14.7148883333333,Auto
CAF2780961.1,5.62741166666667,Auto
CAF2780979.1,58.8251266666667,Auto
CAF2780999.1,14.0768833333333,Auto
CAF2781017.1,10.34258,Auto
CAF2781035.1,21.8389033333333,Auto
CAF2781053.1,0,Auto
CAF2781071.1,22.9186883333333,Auto
CAF2781089.1,2.03238333333333,Auto
CAF2781107.1,18.788,Auto
CAF2781126.1,42.9029,Auto
CAF2781144.1,74.6738,Auto
CAF2781162.1,133.751041666667,Auto
CAF2781180.1,3.46916283333333,Auto
CAF2781199.1,10.42178,Auto
CAF2781219.1,8.089549,Auto
CAF2781238.1,0.705818916666667,Auto
CAF2781258.1,16.9950083333333,Auto
CAF2781277.1,13.66392,Auto
CAF2781287.1,3.67028366666667,Auto
CAF2781306.1,11.0611663333333,Auto
CAF2781326.1,13.1616571666667,Auto
CAF2781339.1,120.563483333333,Auto
CAF2781356.1,105.723916666667,Auto
CAF2781373.1,1.90627333333333,Auto
CAF2781383.1,52.155,Auto
CAF2781393.1,19.1668116666667,Auto
CAF2781411.1,27.45807,Auto
CAF2781429.1,79.0650166666667,Auto
CAF2781447.1,15.46835,Auto
CAF2781465.1,56.408045,Auto
CAF2781472.1,30.3182833333333,Auto
CAF2781492.1,9.60485333333333,Auto
CAF2781511.1,15.46554,Auto
CAF2781529.1,28.1103166666667,Auto
CAF2781557.1,4.70887416666667,Auto
CAF2781575.1,11.4441683333333,Auto
CAF2781599.1,6.94403033333333,Auto
CAF2781618.1,457.347,Auto
CAF2781621.1,329.788,Auto
CAF2781639.1,43.5895483333333,Auto
CAF2781656.1,0.295369333333333,Auto
CAF2781673.1,0,Auto
CAF2781690.1,59.0900166666667,Auto
CAF2781707.1,5.46461133333333,Auto
CAF2781722.1,9.55952166666667,Auto
CAF2781739.1,13.354,Auto
CAF2781756.1,0.222045,Auto
CAF2781773.1,27.506045,Auto
CAF2781790.1,2.11145916666667,Auto
CAF2781807.1,57.0019333333333,Auto
CAF2781824.1,4.12050316666667,Auto
CAF2781841.1,14.53921,Auto
CAF2781858.1,9.75040283333333,Auto
CAF2781875.1,38.846385,Auto
CAF2781895.1,0.5845243465,Auto
CAF2781913.1,2.98544866666667,Auto
CAF2781931.1,0.689445666666667,Auto
CAF2781948.1,0,Auto
CAF2781966.1,7.44593833333333,Auto
CAF2781983.1,9.27033333333333,Auto
CAF2782000.1,9.925215,Auto
CAF2782017.1,13.295375,Auto
CAF2782042.1,17.0722703333333,Auto
CAF2782060.1,18.4845063333333,Auto
CAF2782078.1,123.128354333333,Auto
CAF2782097.1,116.727068333333,Auto
CAF2782115.1,91.6233916666667,Auto
CAF2782133.1,7.58694633333333,Auto
CAF2782151.1,4.10968,Auto
CAF2782168.1,6.47646678333333,Auto
CAF2782185.1,19.3587266666667,Auto
CAF2782204.1,238.834885,Auto
CAF2782221.1,42.8527666666667,Auto
CAF2782238.1,44.9744333333333,Auto
CAF2782256.1,0.469512711666667,Auto
CAF2782273.1,52.49935004093,Auto
CAF2782289.1,31.481085,Auto
CAF2782306.1,2.576005,Auto
CAF2782330.1,1.31119483333333,Auto
CAF2782350.1,44.7027666666667,Auto
CAF2782370.1,34.1097953333333,Auto
CAF2782385.1,2.35155591666667,Auto
CAF2782395.1,28.8960066666667,Auto
CAF2782400.1,34.6640533333333,Auto
CAF2782418.1,15.1841966666667,Auto
CAF2782438.1,16.0017681666667,Auto
CAF2782456.1,0,Auto
CAF2782475.1,0.162908266666667,Auto
CAF2782487.1,20.312515,Auto
CAF2782506.1,13.444336,Auto
CAF2782523.1,28.0935416666667,Auto
CAF2782547.1,12.575975,Auto
CAF2782550.1,6.65358333333333,Auto
CAF2782570.1,11.1534385,Auto
CAF2782591.1,13.1945366666667,Auto
CAF2782611.1,1.37768708333333,Auto
CAF2782628.1,14.4637248333333,Auto
CAF2782646.1,8.58631833333333,Auto
