Trx,FPKM_mean_M,Linkage
CAF2880701.1,60.4162166666667,Auto
CAF2880718.1,27.2421233333333,Auto
CAF2880727.1,14.822325,Auto
CAF2880746.1,210.3189,Auto
CAF2880767.1,175.71375,Auto
CAF2880787.1,114.411933333333,Auto
CAF2880809.1,0.0508071833333333,Auto
CAF2880826.1,70.2341733333333,Auto
CAF2880843.1,12.677835,Auto
CAF2880861.1,7.82956383333333,Auto
CAF2880879.1,80.6663666666667,Auto
CAF2880898.1,8.21750833333333,Auto
CAF2880916.1,30.0191,Auto
CAF2880934.1,39.0521533333333,Auto
CAF2880958.1,44.7659833333333,Auto
CAF2880967.1,0.10973725,Auto
CAF2880984.1,0.106034666666667,Auto
CAF2881002.1,11.1139633333333,Auto
CAF2881020.1,7.76721283333333,Auto
CAF2881040.1,45.8217266666667,Auto
CAF2881055.1,118.516766666667,Auto
CAF2881076.1,57.60085,Auto
CAF2881092.1,143.680133333333,Auto
CAF2881109.1,106.41955,Auto
CAF2881127.1,133.3999,Auto
CAF2881147.1,51.3498666666667,Auto
CAF2881162.1,39.5236073333333,Auto
CAF2881181.1,0.00194253333333333,Auto
CAF2881199.1,29.0844295,Auto
CAF2881217.1,177.464833333333,Auto
CAF2881238.1,66.3857833333333,Auto
CAF2881256.1,37.4592,Auto
CAF2881274.1,31.32555,Auto
CAF2881292.1,17.5320216666667,Auto
CAF2881298.1,30.45955,Auto
CAF2881313.1,41.72335,Auto
CAF2881332.1,21.5036016666667,Auto
CAF2881349.1,0,Auto
CAF2881365.1,23.2035833333333,Auto
CAF2881386.1,70.40435,Auto
CAF2881404.1,35.5442333333333,Auto
CAF2881422.1,110.847775,Auto
CAF2881440.1,14.2848633333333,Auto
CAF2881458.1,20.1749166666667,Auto
CAF2881477.1,14.626045,Auto
CAF2881495.1,12.1980583333333,Auto
CAF2881514.1,113.81195,Auto
CAF2881531.1,33.5771833333333,Auto
CAF2881549.1,31.2528916666667,Auto
CAF2881568.1,1.08109371666667,Auto
CAF2881589.1,166.863833333333,Auto
CAF2881608.1,191.104166666667,Auto
CAF2881626.1,247.15885,Auto
CAF2881644.1,67.72895,Auto
CAF2881664.1,86.91555,Auto
CAF2881683.1,34.9295666666667,Auto
CAF2881702.1,6.66010866666667,Auto
CAF2881720.1,37.2599366666667,Auto
CAF2881737.1,64.0037,Auto
CAF2881755.1,85.8007166666667,Auto
CAF2881776.1,171.782312833333,Auto
CAF2881794.1,0,Auto
CAF2881812.1,36.9819750166667,Auto
CAF2881832.1,1.93132133333333,Auto
CAF2881851.1,20.4480083333333,Auto
CAF2881870.1,26.238415,Auto
CAF2881890.1,0,Auto
CAF2881909.1,545.096166666667,Auto
CAF2881928.1,1.6922965,Auto
CAF2881948.1,1.387497,Auto
CAF2881968.1,1.28981633333333,Auto
CAF2881987.1,1.00262728333333,Auto
CAF2882006.1,11.7855983333333,Auto
CAF2882026.1,14.4984715,Auto
CAF2882045.1,75.2869895,Auto
CAF2882064.1,0.379645666666667,Auto
CAF2882083.1,2728.75833333333,Auto
CAF2882104.1,31.529136,Auto
CAF2882123.1,335.271166666667,Auto
CAF2882141.1,162.077166666667,Auto
CAF2882159.1,85.4548666666667,Auto
CAF2882178.1,8.23484833333333,Auto
CAF2882198.1,0.4356405,Auto
CAF2882214.1,0,Auto
CAF2882231.1,13.1205933333333,Auto
CAF2882248.1,63.3698333333333,Auto
CAF2882266.1,14.46946,Auto
CAF2882284.1,0.622303833333333,Auto
CAF2882302.1,12.5761123333333,Auto
CAF2882322.1,0.1585465,Auto
CAF2882337.1,0.352035,Auto
CAF2882356.1,1.1258335,Auto
CAF2882376.1,0.531746666666667,Auto
CAF2882396.1,0.277375833333333,Auto
CAF2882408.1,0.336049066666667,Auto
CAF2882425.1,0,Auto
CAF2882434.1,0.1387085,Auto
CAF2882454.1,4.46652216666667,Auto
CAF2882477.1,5.29583,Auto
CAF2882497.1,0.419923166666667,Auto
CAF2882520.1,0.589383833333333,Auto
CAF2882538.1,0.173216833333333,Auto
CAF2882557.1,0.31599,Auto
CAF2882578.1,0.2230825,Auto
CAF2882598.1,0.324588333333333,Auto
CAF2882617.1,0.228664166666667,Auto
CAF2882637.1,0.343698333333333,Auto
CAF2882657.1,0.213729066666667,Auto
CAF2882676.1,0.128429016666667,Auto
CAF2882694.1,0.339225,Auto
CAF2882698.1,0.919129333333333,Auto
CAF2882717.1,0.182290166666667,Auto
CAF2882734.1,0.171603533333333,Auto
CAF2882751.1,16.639435,Auto
CAF2882760.1,18.0454333333333,Auto
CAF2882779.1,108.6062,Auto
CAF2882798.1,6.21927633333333,Auto
CAF2882813.1,1.053416,Auto
CAF2882830.1,4.13312883333333e-05,Auto
CAF2882849.1,3.37363516666667,Auto
CAF2882867.1,0.0386895,Auto
CAF2882885.1,0,Auto
CAF2882903.1,13.0354166666667,Auto
CAF2882921.1,0.1356835,Auto
CAF2882941.1,0.4153645,Auto
CAF2882960.1,0.388863941666667,Auto
CAF2882981.1,0.0357906666666667,Auto
CAF2883001.1,33.5676666666667,Auto
CAF2883021.1,35.5716166666667,Auto
CAF2883040.1,58.13455,Auto
CAF2883059.1,86.1513683333333,Auto
CAF2883074.1,12.7558733333333,Auto
CAF2883096.1,41.4559833333333,Auto
CAF2883118.1,1.388915,Auto
CAF2883136.1,1.00718666666667,Auto
CAF2883157.1,0.155332166666667,Auto
CAF2883177.1,0,Auto
CAF2883180.1,0.1859955,Auto
CAF2883203.1,66.7301266666667,Auto
CAF2883223.1,0.875963333333333,Auto
CAF2883243.1,0.605847166666667,Auto
CAF2883263.1,0,Auto
CAF2883281.1,1.3872215,Auto
CAF2883300.1,0.242921666666667,Auto
CAF2883318.1,5.38570733333333,Auto
CAF2883339.1,0.18473,Auto
CAF2883357.1,43.3144666666667,Auto
CAF2883363.1,13.6269666666667,Auto
CAF2883382.1,55.5258333333333,Auto
CAF2883403.1,9.13454616666667,Auto
CAF2883424.1,7.701943,Auto
CAF2883443.1,14.542295,Auto
CAF2883463.1,23.2241216666667,Auto
CAF2883481.1,2.59663333333333e-08,Auto
CAF2883500.1,2.20723016666667,Auto
CAF2883522.1,6.34225683333333,Auto
CAF2883542.1,3.83608166666667,Auto
CAF2883565.1,26.0248166666667,Auto
CAF2883584.1,48.7618833333333,Auto
CAF2883604.1,20.4978532299167,Auto
CAF2883625.1,52.4334166666667,Auto
CAF2883644.1,55.5828833333333,Auto
CAF2883660.1,0.04043,Auto
CAF2883679.1,682.883935,Auto
CAF2883697.1,339.730071666667,Auto
CAF2883718.1,0.127711666666667,Auto
CAF2883738.1,0.2131925,Auto
CAF2883750.1,11.052305,Auto
CAF2883770.1,23.1147366666667,Auto
CAF2883788.1,18.1839433333333,Auto
CAF2883806.1,31.8920666666667,Auto
CAF2883826.1,7.03788083333333,Auto
CAF2883845.1,5.00459505,Auto
CAF2883864.1,103.144416666667,Auto
CAF2883885.1,10.0071318333333,Auto
CAF2883905.1,123.537716666667,Auto
CAF2883923.1,28.7986283333333,Auto
CAF2883946.1,0.287188333333333,Auto
CAF2883965.1,11.5934711666667,Auto
CAF2883984.1,14.682005,Auto
CAF2884003.1,18.0967833333333,Auto
CAF2884022.1,67.3495666666667,Auto
CAF2884041.1,23.9984333333333,Auto
CAF2884059.1,91.1963,Auto
CAF2884080.1,30.7653,Auto
CAF2884099.1,300.258168333333,Auto
CAF2884118.1,407.619928333333,Auto
CAF2884138.1,119.825545,Auto
CAF2884160.1,17.6030083333333,Auto
CAF2884180.1,1.9438955,Auto
CAF2884202.1,0,Auto
CAF2884221.1,38.45765,Auto
CAF2884240.1,26.8441916666667,Auto
CAF2884261.1,30.5912983333333,Auto
CAF2884280.1,0.465975616666667,Auto
CAF2884285.1,0.184912666666667,Auto
CAF2884307.1,0.469277167467685,Auto
CAF2884327.1,0.422291666666667,Auto
CAF2884350.1,0,Auto
CAF2884370.1,50.63015,Auto
CAF2884389.1,3.53377466666667e-08,Auto
CAF2884410.1,1.8989575,Auto
CAF2884429.1,143.261333333333,Auto
CAF2884449.1,60.785925,Auto
CAF2884453.1,11.277619,Auto
CAF2884464.1,22.2473783333333,Auto
CAF2884483.1,0,Auto
CAF2884501.1,11.2405383333333,Auto
CAF2884521.1,0.332009200849295,Auto
CAF2884539.1,0.4562645,Auto
CAF2884556.1,0.164692,Auto
CAF2884571.1,5.46424333333333,Auto
CAF2884590.1,65.7766333333333,Auto
CAF2884607.1,73.00435,Auto
CAF2884627.1,143.590916666667,Auto
CAF2884647.1,103.46865,Auto
CAF2884667.1,97.5627333333333,Auto
CAF2884685.1,83.6400666666667,Auto
CAF2884704.1,4236.13,Auto
CAF2884724.1,0.693333533333333,Auto
CAF2884743.1,0.874044666666667,Auto
CAF2884764.1,918.4265,Auto
CAF2884780.1,28.5651166666667,Auto
CAF2884802.1,7.179435,Auto
CAF2884821.1,9.75270333333333,Auto
CAF2884839.1,67.1924166666667,Auto
CAF2884859.1,24.5330333333333,Auto
CAF2884882.1,22.07045,Auto
CAF2884901.1,1.76679833333333,Auto
CAF2884921.1,52.4955166666667,Auto
CAF2884940.1,15.28546,Auto
CAF2884960.1,99.9409,Auto
CAF2884977.1,88.13105,Auto
CAF2884995.1,5.05007883333333,Auto
CAF2885014.1,5.50155666666667,Auto
CAF2885033.1,0.0393696666666667,Auto
CAF2885052.1,0,Auto
CAF2885071.1,0.2881,Auto
CAF2885087.1,0.0709941666666667,Auto
CAF2885107.1,4.07395283333333,Auto
CAF2885131.1,5.1865785,Auto
CAF2885150.1,0.743893666666667,Auto
CAF2885167.1,27.7286166666667,Auto
CAF2885185.1,0,Auto
CAF2885205.1,0,Auto
CAF2885226.1,13.2463563333333,Auto
CAF2885246.1,0,Auto
CAF2885268.1,201.11255,Auto
CAF2885288.1,24.8521733333333,Auto
CAF2885308.1,51.1845666666667,Auto
CAF2885327.1,3.30741,Auto
CAF2885346.1,37.2410666666667,Auto
CAF2885366.1,10.8411983333333,Auto
CAF2885384.1,40.960515,Auto
CAF2885404.1,0.2211445,Auto
CAF2885427.1,25.7901291666667,Auto
CAF2885447.1,1.52925533333333,Auto
CAF2885469.1,78.7585333333333,Auto
CAF2885487.1,7.3178025,Auto
CAF2885506.1,171.48555,Auto
CAF2885524.1,155.285866666667,Auto
CAF2885542.1,7.69915333333333,Auto
CAF2885559.1,10.4198683333333,Auto
CAF2885577.1,83.9778333333333,Auto
CAF2885595.1,30.0938948333333,Auto
CAF2885613.1,24.8453916666667,Auto
CAF2885630.1,16.817315,Auto
CAF2885649.1,31.87055,Auto
CAF2885670.1,28.1711333333333,Auto
CAF2885689.1,30.9854166666667,Auto
CAF2885709.1,57.51605,Auto
CAF2885732.1,47.6931666666667,Auto
CAF2885750.1,171.283803,Auto
CAF2885768.1,0.620368,Auto
CAF2885789.1,22.7982783333333,Auto
CAF2885805.1,0.0270418333333333,Auto
CAF2885822.1,28.8232866666667,Auto
CAF2885838.1,22.11855,Auto
CAF2885854.1,265.378966666667,Auto
CAF2885873.1,2.41699166666667,Auto
CAF2885894.1,8.26065816666667,Auto
CAF2885913.1,718.256166666667,Auto
CAF2885932.1,3.98862633333333,Auto
CAF2885950.1,0.2885245,Auto
CAF2885968.1,0,Auto
CAF2885984.1,6.7047855,Auto
CAF2886003.1,145.7876675,Auto
CAF2886023.1,5.3162545,Auto
CAF2886041.1,1.63576066666667,Auto
CAF2886066.1,23.7186466666667,Auto
CAF2886084.1,20.2058983333333,Auto
CAF2886102.1,18.4500416666667,Auto
CAF2886116.1,0.1719355,Auto
CAF2886136.1,0.0849395,Auto
CAF2886153.1,28.6756783333333,Auto
CAF2886168.1,16.2400333333333,Auto
CAF2886183.1,17.883205,Auto
CAF2886201.1,0,Auto
CAF2886219.1,0,Auto
CAF2886236.1,7.92902116666667,Auto
CAF2886254.1,20.3090866666667,Auto
CAF2886272.1,58.7594183333333,Auto
CAF2886291.1,0.0574603333333333,Auto
CAF2886308.1,116.193183333333,Auto
CAF2886326.1,11.1828833333333,Auto
CAF2886334.1,134.706816666667,Auto
CAF2886350.1,59.6660666666667,Auto
CAF2886367.1,92.6912,Auto
CAF2886384.1,0.615233033333333,Auto
CAF2886392.1,47.1502833333333,Auto
CAF2886413.1,16.1519,Auto
CAF2886430.1,79.6929166666667,Auto
CAF2886448.1,96.03915,Auto
CAF2886465.1,71.4871666666667,Auto
CAF2886480.1,39.7828133333333,Auto
CAF2886502.1,61.0409833333333,Auto
CAF2886522.1,11.5231566666667,Auto
CAF2886530.1,36.2714731666667,Auto
CAF2886549.1,9.86520666666667,Auto
CAF2886567.1,1.78340233333333,Auto
CAF2886585.1,1.19966766666667,Auto
CAF2886603.1,0.141387,Auto
CAF2886621.1,7.49042333333333,Auto
CAF2886641.1,12.5653,Auto
CAF2886659.1,28.567025,Auto
CAF2886675.1,0.727059833333333,Auto
CAF2886692.1,46.1347333333333,Auto
CAF2886710.1,35.6683666666667,Auto
CAF2886730.1,45.7831666666667,Auto
CAF2886748.1,1.63187333333333,Auto
CAF2886769.1,9.11157666666667,Auto
CAF2886786.1,22.2311616666667,Auto
CAF2886806.1,80.0136833333333,Auto
CAF2886829.1,13.840125,Auto
CAF2886847.1,104.081133333333,Auto
CAF2886864.1,0.341551666666667,Auto
CAF2886876.1,0.0586206666666667,Auto
CAF2886893.1,0.17395915,Auto
CAF2886911.1,128.58324,Auto
CAF2886929.1,76.0937666666667,Auto
CAF2886946.1,54.6738666666667,Auto
CAF2886963.1,20.1295125,Auto
CAF2886979.1,10.6952365,Auto
CAF2886997.1,2.49681666666667,Auto
CAF2887018.1,0.0765015,Auto
CAF2887038.1,7.39538,Auto
CAF2887055.1,33.9665,Auto
CAF2887072.1,4.77859616666667,Auto
CAF2887094.1,18.2281603333333,Auto
CAF2887112.1,28.3172,Auto
CAF2887130.1,53.8606666666667,Auto
CAF2887148.1,9.04827333333333,Auto
CAF2887167.1,0.975867166666667,Auto
CAF2887185.1,38.9420716666667,Auto
CAF2887202.1,68.5903046666667,Auto
CAF2887210.1,0.952948333333333,Auto
CAF2887213.1,0.114154166666667,Auto
CAF2887228.1,0,Auto
CAF2887246.1,35.26059,Auto
CAF2887267.1,49.744,Auto
CAF2887286.1,0.937111833333333,Auto
CAF2887304.1,29.3378166666667,Auto
CAF2887321.1,27.7022,Auto
CAF2887338.1,22.3189833333333,Auto
CAF2887356.1,104.180266666667,Auto
CAF2887374.1,3.876335,Auto
CAF2887393.1,11.5805066666667,Auto
CAF2887411.1,225.63025,Auto
CAF2887428.1,35.9047,Auto
CAF2887445.1,13.551195,Auto
CAF2887464.1,65.05175,Auto
CAF2887481.1,463.327666666667,Auto
CAF2887502.1,5.64799,Auto
CAF2887521.1,36.7714333333333,Auto
CAF2887537.1,13.0879733333333,Auto
CAF2887559.1,14.3396216666667,Auto
CAF2887575.1,28.3352633333333,Auto
CAF2887586.1,27.7211833333333,Auto
CAF2887604.1,0.787925666666667,Auto
CAF2887621.1,18.3106166666667,Auto
CAF2887636.1,0.265317166666667,Auto
CAF2887654.1,11.8840033333333,Auto
CAF2887673.1,3.58680166666667,Auto
CAF2887691.1,6.05876666666667,Auto
CAF2887709.1,0.538183166666667,Auto
CAF2887727.1,0,Auto
CAF2887746.1,93.1801333333333,Auto
CAF2887763.1,222.587816666667,Auto
CAF2887777.1,27.8906833333333,Auto
CAF2887795.1,4.34303166666667,Auto
CAF2887801.1,21.9299666666667,Auto
CAF2887820.1,21.3923833333333,Auto
CAF2887839.1,0.45290955,Auto
CAF2887857.1,0,Auto
CAF2887875.1,13.23103,Auto
CAF2887893.1,8.61990333333333,Auto
CAF2887911.1,32.7318833333333,Auto
CAF2887930.1,66.68535,Auto
CAF2887945.1,46.9810333333333,Auto
CAF2887963.1,22.8754,Auto
CAF2887981.1,9.02375166666667,Auto
CAF2887999.1,131.994116666667,Auto
CAF2888018.1,17.8294466666667,Auto
CAF2888033.1,5.12406666666667,Auto
CAF2888047.1,7.036655,Auto
CAF2888066.1,17.2952483333333,Auto
CAF2888083.1,3.8747825,Auto
CAF2888104.1,0.416507833333333,Auto
CAF2888122.1,5.49008,Auto
CAF2888133.1,7.14361833333333,Auto
CAF2888154.1,48.7305666666667,Auto
CAF2888171.1,57.2184333333333,Auto
CAF2888191.1,39.5775633333333,Auto
CAF2888208.1,42.3947833333333,Auto
CAF2888223.1,7.39787833333333,Auto
CAF2888239.1,1.93103866666667,Auto
CAF2888257.1,1.208478,Auto
CAF2888274.1,1.51247433333333,Auto
CAF2888294.1,0,Auto
CAF2888312.1,55.5942833333333,Auto
CAF2888330.1,4.47181816666667,Auto
CAF2888347.1,0.253272,Auto
CAF2888364.1,3.86962666666667,Auto
CAF2888381.1,121.27695,Auto
CAF2888398.1,63.3680166666667,Auto
CAF2888416.1,24.7424833333333,Auto
CAF2888436.1,4.515732,Auto
CAF2888452.1,0.8401963,Auto
CAF2888470.1,0.704484833333333,Auto
CAF2888489.1,0,Auto
CAF2888500.1,2.77568333333333e-09,Auto
CAF2888512.1,1.12966733333333,Auto
CAF2888531.1,0,Auto
CAF2888551.1,0.161004833333333,Auto
CAF2888571.1,0.0509378333333333,Auto
CAF2888591.1,44.13,Auto
CAF2888606.1,13.3939116666667,Auto
CAF2888623.1,0.760851666666667,Auto
CAF2888640.1,0.482531878666667,Auto
CAF2888658.1,0,Auto
CAF2888675.1,0.041892,Auto
CAF2888690.1,0.234684666666667,Auto
CAF2888707.1,0.861441666666667,Auto
CAF2888720.1,17.2672683333333,Auto
CAF2888734.1,0,Auto
CAF2888750.1,8.220215,Auto
CAF2888764.1,8.65551666666667,Auto
CAF2888779.1,10.941935,Auto
CAF2888795.1,4.40316666666667,Auto
CAF2888812.1,36.7438666666667,Auto
CAF2888830.1,26.7113616666667,Auto
CAF2888847.1,0.00450441666666667,Auto
CAF2888862.1,3.49396,Auto
CAF2888877.1,67.78115,Auto
CAF2888894.1,49.1548666666667,Auto
CAF2888910.1,22.9574333333333,Auto
CAF2888926.1,0.397925,Auto
CAF2888943.1,0.401009466666667,Auto
CAF2888961.1,1.50278951666667,Auto
CAF2888978.1,16.3451795,Auto
CAF2888995.1,11.0196188333333,Auto
CAF2889011.1,34.4056,Auto
CAF2889028.1,22.22425,Auto
CAF2889045.1,81.0123333333333,Auto
CAF2889064.1,19.2023833333333,Auto
CAF2889082.1,8.98780666666667,Auto
CAF2889100.1,0.451803166666667,Auto
CAF2889119.1,2.59566666666667,Auto
CAF2889139.1,0.865097833333333,Auto
CAF2889156.1,1.17335355,Auto
CAF2889175.1,0.0451861666666667,Auto
CAF2889191.1,0.7803635,Auto
CAF2889210.1,0.253561125,Auto
CAF2889228.1,44.81916,Auto
CAF2889244.1,33.8770166666667,Auto
CAF2889258.1,0.044374,Auto
CAF2889275.1,11.709415,Auto
CAF2889294.1,6.59999333333333,Auto
CAF2889311.1,10.70278,Auto
CAF2889315.1,59.1203833333333,Auto
CAF2889334.1,13.895125,Auto
CAF2889351.1,91.113495,Auto
CAF2889368.1,281.887783,Auto
CAF2889387.1,281.887783,Auto
CAF2889405.1,2.85623833333333,Auto
CAF2889411.1,47.1586833333333,Auto
CAF2889430.1,102.49035,Auto
CAF2889449.1,91.7017833333333,Auto
CAF2889469.1,116.504016666667,Auto
CAF2889487.1,112.1397,Auto
CAF2889505.1,2528.295,Auto
CAF2889523.1,3346.21833333333,Auto
CAF2889540.1,37.7495911666667,Auto
CAF2889559.1,12.2879916666667,Auto
CAF2889577.1,29.3541666666667,Auto
CAF2889595.1,57.0934666666667,Auto
CAF2889613.1,271.0773,Auto
CAF2889631.1,4.50707166666667,Auto
CAF2889654.1,26.684235,Auto
CAF2889662.1,7.049155,Auto
CAF2889680.1,18.8084583333333,Auto
CAF2889698.1,22.4104883333333,Auto
CAF2889715.1,21.5980333333333,Auto
CAF2889733.1,18.83477,Auto
CAF2889756.1,239.49585,Auto
CAF2889772.1,54.4430166666667,Auto
CAF2889788.1,20.7896166666667,Auto
CAF2889807.1,78.42145,Auto
CAF2889829.1,0.1014325675055,Auto
CAF2889848.1,12.1330033333333,Auto
CAF2889860.1,2.522109,Auto
CAF2889878.1,7.10571166666667,Auto
CAF2889896.1,27.151952990435,Auto
CAF2889916.1,13.0036271666667,Auto
CAF2889934.1,10.02703,Auto
CAF2889957.1,213.2191935,Auto
CAF2889975.1,0.96920445,Auto
CAF2889995.1,0.148898948333333,Auto
CAF2890015.1,0.301858166666667,Auto
CAF2890033.1,569.031301666667,Auto
CAF2890053.1,0.152080333333333,Auto
CAF2890072.1,2.68056366666667,Auto
CAF2890091.1,63.2091333333333,Auto
CAF2890110.1,67.1234,Auto
CAF2890131.1,13.6233316666667,Auto
CAF2890148.1,0.293773716666667,Auto
CAF2890166.1,19.9132770666667,Auto
CAF2890186.1,1.54119694093703,Auto
CAF2890203.1,11.0013916666667,Auto
CAF2890221.1,40.4307666666667,Auto
CAF2890225.1,0.1199625,Auto
CAF2890231.1,1.525354,Auto
CAF2890249.1,0.444486333333333,Auto
CAF2890268.1,0.0672551666666667,Auto
CAF2890287.1,0,Auto
CAF2890306.1,70.5083328333333,Auto
CAF2890324.1,41.6855,Auto
CAF2890344.1,2.66930135,Auto
CAF2890365.1,14.4397741896,Auto
CAF2890384.1,1290.69959866667,Auto
CAF2890399.1,59.7357933333333,Auto
CAF2890413.1,0.191069,Auto
CAF2890430.1,0.628913833333333,Auto
CAF2890439.1,7.39078383333333,Auto
CAF2890459.1,0.621879833333333,Auto
CAF2890478.1,0,Auto
CAF2890495.1,108.503166666667,Auto
CAF2890514.1,53.0299833333333,Auto
CAF2890530.1,18.1312516666667,Auto
CAF2890548.1,4.1002055,Auto
CAF2890566.1,316.111166666667,Auto
CAF2890589.1,84.22315,Auto
CAF2890608.1,53.1037833333333,Auto
CAF2890625.1,82.0035,Auto
CAF2890644.1,29.9954833333333,Auto
CAF2890664.1,13.3631,Auto
CAF2890683.1,153.229,Auto
CAF2890702.1,178.695602833333,Auto
CAF2890722.1,1.90936938333333,Auto
CAF2890742.1,78.4196,Auto
CAF2890760.1,30.6224666666667,Auto
CAF2890782.1,67.9934,Auto
CAF2890799.1,5.870079,Auto
CAF2890818.1,0,Auto
CAF2890837.1,0.0965508333333333,Auto
CAF2890856.1,0.187232666666667,Auto
CAF2890875.1,0.571037333333333,Auto
CAF2890896.1,0.306339333333333,Auto
CAF2890915.1,1.037488,Auto
CAF2890934.1,17.7783333333333,Auto
CAF2890953.1,0.816890333333333,Auto
CAF2890972.1,136.899706666667,Auto
CAF2890991.1,29.3845833333333,Auto
CAF2891012.1,5.859,Auto
CAF2891031.1,21.9298666666667,Auto
CAF2891050.1,19.0256483333333,Auto
CAF2891070.1,22.9167666666667,Auto
CAF2891089.1,12.5676633333333,Auto
CAF2891108.1,11.7147433333333,Auto
CAF2891127.1,91.6283,Auto
CAF2891146.1,0.1068425,Auto
CAF2891164.1,0.164307833333333,Auto
CAF2891184.1,17.9645883333333,Auto
CAF2891203.1,17.4281085,Auto
CAF2891222.1,31.74892,Auto
CAF2891242.1,28.3274133333333,Auto
CAF2891261.1,20.7966533333333,Auto
CAF2891280.1,149.06825,Auto
CAF2891293.1,111.26755,Auto
CAF2891312.1,39.298525,Auto
CAF2891330.1,1.68958883333333,Auto
CAF2891343.1,20.2707816666667,Auto
CAF2891358.1,0.081413,Auto
CAF2891378.1,0.070052173769035,Auto
CAF2891397.1,1.18396216666667,Auto
CAF2891413.1,6.87859833333333,Auto
CAF2891419.1,5.70858283333333,Auto
CAF2891438.1,2.09014333333333,Auto
CAF2891458.1,11.7420821333333,Auto
CAF2891482.1,6.44305166666667,Auto
CAF2891501.1,19.8665233833333,Auto
CAF2891517.1,0.1975625,Auto
CAF2891532.1,256.0875,Auto
CAF2891553.1,44.8710216666667,Auto
CAF2891572.1,256.871166666667,Auto
CAF2891594.1,15.8759083333333,Auto
CAF2891610.1,161.0775,Auto
CAF2891630.1,0.115795,Auto
CAF2891652.1,0.122449,Auto
CAF2891670.1,0.201466716666667,Auto
CAF2891689.1,0.344244216666667,Auto
CAF2891709.1,99.7366966666667,Auto
CAF2891725.1,44.3144183333333,Auto
CAF2891744.1,34.8132966666667,Auto
CAF2891764.1,61.7979316666667,Auto
CAF2891787.1,416.421666666667,Auto
CAF2891806.1,5.89882,Auto
CAF2891828.1,24.1403166666667,Auto
CAF2891847.1,0.132518166666667,Auto
CAF2891868.1,0.599747716666667,Auto
CAF2891889.1,0.664751836666667,Auto
CAF2891908.1,2.37299933333333,Auto
CAF2891928.1,1.54530683333333,Auto
CAF2891946.1,15.2248966666667,Auto
CAF2891964.1,3.78361583333333,Auto
CAF2891983.1,35.006015,Auto
CAF2892003.1,5.71067666666667,Auto
CAF2892021.1,69.54405,Auto
CAF2892039.1,28.1894666666667,Auto
CAF2892054.1,2.66021683333333,Auto
CAF2892077.1,35.31625,Auto
CAF2892096.1,4.75383833333333,Auto
CAF2892115.1,1.30004033333333,Auto
CAF2892135.1,1.6695415,Auto
CAF2892155.1,326.765833333333,Auto
CAF2892172.1,87.70395,Auto
CAF2892190.1,31.226225,Auto
CAF2892209.1,8.94962388691833,Auto
CAF2892227.1,39.8287,Auto
CAF2892248.1,68.1025333333333,Auto
CAF2892266.1,6.99968666666667,Auto
CAF2892285.1,27.6628,Auto
CAF2892304.1,54.2431333333333,Auto
CAF2892322.1,22.61095,Auto
CAF2892342.1,84.4045666666667,Auto
CAF2892358.1,41.0595666666667,Auto
CAF2892377.1,17.3189683333333,Auto
CAF2892395.1,0.2449935,Auto
CAF2892413.1,11.9216683333333,Auto
CAF2892434.1,0.181931833333333,Auto
CAF2892454.1,0.699011533333333,Auto
CAF2892472.1,41.025835,Auto
CAF2892492.1,73.6650666666667,Auto
CAF2892512.1,4.37250460366667,Auto
CAF2892532.1,86.1415833333333,Auto
CAF2892551.1,0.683467333333333,Auto
CAF2892569.1,56.458045,Auto
CAF2892588.1,0.243760666666667,Auto
CAF2892607.1,1.32828002418467,Auto
CAF2892625.1,1.642198500345,Auto
CAF2892645.1,1.57722320333333,Auto
CAF2892664.1,26.8303583333333,Auto
CAF2892673.1,6.46081666666667,Auto
CAF2892692.1,2.31930366666667,Auto
CAF2892711.1,9.37315833333333,Auto
CAF2892730.1,1.97320083333333,Auto
CAF2892750.1,76.3570416666667,Auto
CAF2892771.1,7.23627333333333,Auto
CAF2892790.1,37.0868116666667,Auto
CAF2892809.1,34.9675816666667,Auto
CAF2892829.1,3.63949166666667,Auto
CAF2892848.1,2.22677366666667,Auto
CAF2892867.1,0.171735833333333,Auto
CAF2892885.1,0.0253216666666667,Auto
CAF2892904.1,168.94415,Auto
CAF2892923.1,44.16155,Auto
CAF2892942.1,39.5161666666667,Auto
CAF2892961.1,171.5795,Auto
CAF2892979.1,15.0681866666667,Auto
CAF2892999.1,10.1597266666667,Auto
CAF2893013.1,2.818995,Auto
CAF2893031.1,9.34796333333333,Auto
CAF2893048.1,210.68545,Auto
CAF2893066.1,4.27905833333333,Auto
CAF2893086.1,0.151835,Auto
CAF2893105.1,46.8345166666667,Auto
CAF2893124.1,53.4702333333333,Auto
CAF2893143.1,18.0731016666667,Auto
CAF2893163.1,26.1374833333333,Auto
CAF2893184.1,19.2839666666667,Auto
CAF2893203.1,41.7914666666667,Auto
CAF2893224.1,7.60286666666667,Auto
CAF2893243.1,61.13515,Auto
CAF2893262.1,13.33558,Auto
CAF2893278.1,12.8016683333333,Auto
CAF2893297.1,77.7036716666667,Auto
CAF2893317.1,63.0476488333333,Auto
CAF2893336.1,65.3634666666667,Auto
CAF2893355.1,0.000602377641833333,Auto
CAF2893374.1,4.15335,Auto
CAF2893394.1,3009.20833333333,Auto
CAF2893413.1,3.8647575,Auto
CAF2893433.1,15.9570416666667,Auto
